,Clasp material,Ref. No.,Bracelet color,url,Gender,Brand,Bracelet material,Availability,Clasp,Case material,Location,Year,Price,Condition,Movement
With papers,,4910,,http://www.chrono24.com/patekphilippe/twenty-4--id4540743.htm,,Patek Philippe,,Available now,,,"Germany, Wiesbaden",,,1 (mint),
With papers,Yellow gold,4498,Black,http://www.chrono24.com/patekphilippe/lady-ellipse-with-diamonds--id3825676.htm,Ladies' watch,Patek Philippe,Leather,Available now,Buckle,Yellow gold,"Liechtenstein, Vaduz",1981,,2 (fine),Manual winding
With papers,,5146G-001,,http://www.chrono24.com/patekphilippe/complications--id4754446.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,,Yellow gold,"Lithuania, VILNIUS",2016,price on request,0 (unworn),Automatic
,,3700A,,http://www.chrono24.com/patekphilippe/nautilus-jumbo-37001a-tropical--id5052437.htm,Men's watch/Unisex,Patek Philippe,Steel,Available now,,Steel,"United Kingdom, London",1978,price on request,1 (mint),Automatic
With papers,,5159J-001,,http://www.chrono24.com/patekphilippe/grand-complications--id4369433.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,,Yellow gold,"Lithuania, VILNIUS",2015,price on request,0 (unworn),Automatic
With papers,,5204P,,http://www.chrono24.com/patekphilippe/perpetual-calendar-split-seconds-in-platinum-full-set--id5583913.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,,Platinum,"Italy, padova",2014,price on request,1 (mint),Manual winding
With papers,Gold/Steel,4133,Gold,http://www.chrono24.com/patekphilippe/ellipse-4133-manual-winding-18k-gold-blue-dial--id5494754.htm,Ladies' watch,Patek Philippe,Yellow Gold,Available now,Fold clasp,Yellow gold,"Greece, Athens",,,2 (fine),Manual winding
,,4226,,http://www.chrono24.com/patekphilippe/ellipse--id5726291.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,,Yellow gold,"Italy, Roma",80',,1 (mint),Manual winding
With papers,White Gold,5131G-010,Black,http://www.chrono24.com/patekphilippe/5131g-worldtime-enamel--id2767232.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,Fold clasp,White gold,"Switzerland, Geneva  (www.k2luxury.ch)",,price on request,0 (unworn),Automatic
With box,,4824,Black,http://www.chrono24.com/patekphilippe/gondolo--id4597178.htm,Ladies' watch,Patek Philippe,Crocodile skin,Available now,Buckle,Yellow gold,"United Kingdom, Blackburn",,,1 (mint),Quartz
With papers,White Gold,5089G-024,Blue,http://www.chrono24.com/patekphilippe/turkish-motifs-cloisonne-enamel-dial-5089g--very-rare--id4906634.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Buckle,White gold,"Switzerland, Geneva  (www.k2luxury.ch)",2016,price on request,0 (unworn),Automatic
With papers,,3700A-001,,http://www.chrono24.com/patekphilippe/nautilus-3700a-gubelin-with-box-certificate--invoice--id5649240.htm,Men's watch/Unisex,Patek Philippe,Steel,Available now,,Steel,"United Kingdom, London",1977,price on request,1 (mint),Automatic
With papers,Steel,,Black,http://www.chrono24.com/patekphilippe/4960a--id5505168.htm,Ladies' watch,Patek Philippe,Rubber,Available now,Double-fold clasp,Steel,United Kingdom,1999,,1 (mint),Quartz
With papers,,3445/100,,http://www.chrono24.com/patekphilippe/calatrava-automatico-secondi-centrali-3445100--id5457176.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,,Yellow gold,"Italy, Roma",1970,price on request,1 (mint),Automatic
With papers,White Gold,5720/1G-001,Gold,http://www.chrono24.com/patekphilippe/nautilus-shanghai-full-diamond--enamel-dragon-very-rare--id4927456.htm,Men's watch/Unisex,Patek Philippe,White Gold,Available now,Fold clasp,White gold,"Switzerland, Geneva  (www.k2luxury.ch)",2016,price on request,0 (unworn),Automatic
,,3594,Brown,http://www.chrono24.com/patekphilippe/golden-ellipse-in-18k-gold---automatik--id5375957.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,Buckle,Yellow gold,"Germany, Berlin",,,2 (fine),Automatic
With box,,3546,Black,http://www.chrono24.com/patekphilippe/18k-gold-ellipse-dor-handaufzug-3546-medium--id5359953.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Buckle,,"Germany, Chemnitz",1975,,,Manual winding
,,3521,,http://www.chrono24.com/patekphilippe/geneve--id5284145.htm,,Patek Philippe,Leather,Available now,,White gold,"Germany, München",1965,,1 (mint),Manual winding
With papers,,5905P-001,,http://www.chrono24.com/patekphilippe/complications--id4369381.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,,White gold,"Lithuania, VILNIUS",2016,price on request,0 (unworn),Automatic
With papers,Yellow gold,5975J-001,Brown,http://www.chrono24.com/patekphilippe/5975j---175th-annivserary-chronograph---yellow-gold--id4099375.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Fold clasp,Yellow gold,"Switzerland, Geneva",,price on request,0 (unworn),Manual winding
With papers,,5111PR,Black,http://www.chrono24.com/patekphilippe/5111pr-gondolo-platinum--rose-gold-leather-strap--id4413128.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,Buckle,Platinum,"Hong Kong SAR, Causeway Bay",,price on request,0 (unworn),Manual winding
With papers,Pink Gold,5205R-010,Black,http://www.chrono24.com/patekphilippe/5205r-010-complication-annual-calendar-moon-phase-rg-bk-dial--id4414764.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Buckle,Pink gold,"Hong Kong SAR, Causeway Bay",2017,price on request,0 (unworn),Automatic
With papers,,5098-p-001,,http://www.chrono24.com/patekphilippe/gondolo--id5235273.htm,,Patek Philippe,,Available now,,,"Germany, Wiesbaden",2008,price on request,0 (unworn),Automatic
With papers,,5298P-012,,http://www.chrono24.com/patekphilippe/calatrava--id4224983.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,,Platinum,"Lithuania, VILNIUS",2016,price on request,0 (unworn),Manual winding
With papers,Yellow gold,5940J,Brown,http://www.chrono24.com/patekphilippe/5940j-001-perpetual-calendar-moonphase-yellow-gold--id2807907.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Buckle,Yellow gold,"Hong Kong SAR, Causeway Bay",2017,price on request,0 (unworn),Automatic
,,,Black,http://www.chrono24.com/patekphilippe/calatrava--id3587924.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Buckle,Yellow gold,"France, Paris",1940,price on request,2 (fine),Manual winding
With papers,White Gold,5575G-001,Black,http://www.chrono24.com/patekphilippe/5575g-001-world-time-moon-175th-anniversary--id3431470.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,Fold clasp,White gold,"Hong Kong SAR, Causeway Bay",2017,price on request,0 (unworn),Automatic
With box,,5711R,,http://www.chrono24.com/patekphilippe/nautilus-in-18k-rose-gold--id5657856.htm,Men's watch/Unisex,Patek Philippe,Pink Gold,Available now,,Pink gold,"Italy, padova",,price on request,1 (mint),Automatic
,White Gold,4700/51J,Gold,http://www.chrono24.com/patekphilippe/nautilus-lady-oro-giallo-quadrante-crema-numeri-romani--id4158781.htm,Ladies' watch,Patek Philippe,Yellow Gold,Available now,"Fold clasp, hidden",Yellow gold,"Italy, Riccione",2000's,price on request,2 (fine),Quartz
With papers,,5130R,,http://www.chrono24.com/patekphilippe/new-world-time-rose-gold-with-bracelet--id4874092.htm,Men's watch/Unisex,Patek Philippe,Pink Gold,Available now,,Pink gold,"Italy, padova",,price on request,0 (unworn),Automatic
,,2410,,http://www.chrono24.com/patekphilippe/patek-pilippe-ref-2410--id4412073.htm,,Patek Philippe,,Available now,,Steel,"Italy, Roma",1925,price on request,1 (mint),Manual winding
,Pink Gold,,,http://www.chrono24.com/patekphilippe/5296--id5163250.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Buckle,Pink gold,"China, 北京",,,1 (mint),Automatic
,Steel,4700/1A,Steel,http://www.chrono24.com/patekphilippe/patek-philippe-nautilus-acciaio-lady-ref-47001a--id5086540.htm,Ladies' watch,Patek Philippe,Steel,Available now,"Fold clasp, hidden",Steel,"Italy, Riccione",,price on request,1 (mint),Quartz
With papers,,,,http://www.chrono24.com/patekphilippe/5110r--id4974311.htm,,Patek Philippe,,Available now,,,"Italy, torino",2002,price on request,1 (mint),
With papers,White Gold,5070G-001,Black,http://www.chrono24.com/patekphilippe/chrono--id5278008.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Fold clasp,White gold,"Italy, Palermo",2006,price on request,1 (mint),Manual winding
,Pink Gold,,Brown,http://www.chrono24.com/patekphilippe/5296--id5163248.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Buckle,Pink gold,"China, 北京",,,1 (mint),Automatic
,Pink Gold,,Brown,http://www.chrono24.com/patekphilippe/5167--id5173166.htm,Men's watch/Unisex,Patek Philippe,Rubber,Available now,Double-fold clasp,Pink gold,"China, 北京",,,1 (mint),Automatic
With papers,Yellow gold,,Brown,http://www.chrono24.com/patekphilippe/5196j--id5332512.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Buckle,Yellow gold,"China, 北京",,,0 (unworn),Automatic
With papers,,Aquanaut Luce,,http://www.chrono24.com/patekphilippe/5068r-010--id5651737.htm,Ladies' watch,Patek Philippe,Rubber,Available now,,Pink gold,"Hong Kong SAR, Tsim Sha Tsui, Kowloon",2016,,0 (unworn),Automatic
,Yellow gold,,,http://www.chrono24.com/patekphilippe/5711--id5163252.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Double-fold clasp,Yellow gold,"China, 北京",,,1 (mint),Automatic
With papers,,5159G-001,,http://www.chrono24.com/patekphilippe/grand-complications--id4225124.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,,White gold,"Lithuania, VILNIUS",2016,price on request,0 (unworn),Automatic
,Yellow gold,2554,Black,http://www.chrono24.com/patekphilippe/manta-ray-2554--id3444411.htm,,Patek Philippe,Crocodile skin,Available now,Buckle,Yellow gold,"France, Paris",1959,price on request,1 (mint),Manual winding
With papers,Pink Gold,5396/1R-010,Pink,http://www.chrono24.com/patekphilippe/53961r-010-complications-annual-calendar-moon-phase--id3575853.htm,Men's watch/Unisex,Patek Philippe,Pink Gold,Available now,"Fold clasp, hidden",Pink gold,"Hong Kong SAR, Causeway Bay",2017,price on request,0 (unworn),Automatic
,,96,Black,http://www.chrono24.com/patekphilippe/calatrava-oro-giallo-ref96--id4230626.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Buckle,Yellow gold,"Italy, Riccione",1941-1943,price on request,2 (fine),Manual winding
With papers,,7118/1A-001,,http://www.chrono24.com/patekphilippe/nautilus--id4369518.htm,Ladies' watch,Patek Philippe,Steel,Available now,,Steel,"Lithuania, VILNIUS",2016,price on request,0 (unworn),Automatic
With papers,White Gold,4968G-010,Grey,http://www.chrono24.com/patekphilippe/4968g-010--complications-moon-phase-white-mother-of-pearl-wg--id5114542.htm,,Patek Philippe,Crocodile skin,Available now,Buckle,White gold,"Hong Kong SAR, Causeway Bay",2017,price on request,0 (unworn),Manual winding
With papers,White Gold,5120G-001,Black,http://www.chrono24.com/patekphilippe/5120g-001-calatrava-men-white-gold--id3347199.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,Buckle,White gold,"Hong Kong SAR, Causeway Bay",2017,price on request,0 (unworn),Automatic
With papers,,5227J-001,,http://www.chrono24.com/patekphilippe/calatrava--id3854495.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,,White gold,"Lithuania, VILNIUS",2015,price on request,0 (unworn),Automatic
With papers,Platinum,5961P-001,Blue,http://www.chrono24.com/patekphilippe/5961p-001-complication-annual-calendar-chronograph-platinum--id3203532.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Fold clasp,Platinum,"Hong Kong SAR, Causeway Bay",2017,price on request,0 (unworn),Automatic
,,3485,,http://www.chrono24.com/patekphilippe/3485-j-di-forma-quadra-oro-giallo--id4788380.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,,Yellow gold,"Italy, Riccione",1963,price on request,1 (mint),Automatic
,White Gold,5041G,Black,http://www.chrono24.com/patekphilippe/perpetual-calendar--id3262588.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Buckle,White gold,"France, Paris",1998,price on request,1 (mint),Automatic
With papers,White Gold,5724G-001,Blue,http://www.chrono24.com/patekphilippe/5724g-001-nautilus-moon-phase-black-blue-dial-white-gold--id5649346.htm,,Patek Philippe,Leather,Available now,Buckle,White gold,"Hong Kong SAR, Causeway Bay",2017,price on request,0 (unworn),Automatic
With papers,Steel,5711/1A-010,Steel,http://www.chrono24.com/patekphilippe/nautilus-5711-new-full-set-blue-dial--id5237291.htm,Men's watch/Unisex,Patek Philippe,Steel,Available now,Double-fold clasp,Steel,"France, PARIS",2015,price on request,0 (unworn),Automatic
,,570,Brown,http://www.chrono24.com/patekphilippe/calatrava-oro-bianco-ref-570--id1584252.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,Buckle,White gold,"Italy, Riccione",fine anni '40,price on request,1 (mint),Manual winding
With papers,,5227G-010,,http://www.chrono24.com/patekphilippe/calatrava--id3450621.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,,White gold,"Lithuania, VILNIUS",2016,price on request,0 (unworn),Automatic
With papers,,,,http://www.chrono24.com/patekphilippe/71181200r-010--id3789569.htm,,Patek Philippe,,Ready to ship in 3-5 days,,,"Hong Kong SAR, 九龍",,,0 (unworn),
With papers,,,,http://www.chrono24.com/patekphilippe/horomaster-59601a-steel-complications-annual-calendarchrono--id5065079.htm,,Patek Philippe,Steel,Available now,,Steel,"Hong Kong SAR, Kowloon",,,,Automatic
With papers,,,,http://www.chrono24.com/patekphilippe/horomaster-calatrava-opaline-dial-18k-rose-gold-5196r--id5065112.htm,,Patek Philippe,Leather,Available now,,Pink gold,"Hong Kong SAR, Kowloon",,,0 (unworn),Manual winding
With papers,,6000R-001,,http://www.chrono24.com/patekphilippe/calatrava--id5561557.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,,Pink gold,"Hong Kong SAR, Tsim Sha Tsui, Kowloon",,"$21,000",0 (unworn),Automatic
With papers,,5167R-001,Brown,http://www.chrono24.com/patekphilippe/aquanaut--id5366576.htm,Men's watch/Unisex,Patek Philippe,Rubber,Available now,,Pink gold,"Hong Kong SAR, Tsim Sha Tsui, Kowloon",,"$28,350",0 (unworn),Automatic
With papers,,7010/1R-011,,http://www.chrono24.com/patekphilippe/nautilus--id5619092.htm,Ladies' watch,Patek Philippe,Pink Gold,Available now,Fold clasp,Pink gold,"Hong Kong SAR, Tsim Sha Tsui, Kowloon",,"$37,800",0 (unworn),Quartz
New,Pink Gold,,Black,http://www.chrono24.com/patekphilippe/5116r-001---calatrava-mechanical-enamel-dial--id5599760.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Ready to ship in 6-10 days,Buckle,Pink gold,"Hong Kong SAR, Kowloon",2017,,0 (unworn),Manual winding
With papers,,5270R-001,Brown,http://www.chrono24.com/patekphilippe/grand-complications--id5429969.htm,,Patek Philippe,,Available now,Fold clasp,Pink gold,"Hong Kong SAR, Tsim Sha Tsui, Kowloon",,"$114,000",0 (unworn),Manual winding
With papers,,7118/1A-001,,http://www.chrono24.com/patekphilippe/nautilus--id5545341.htm,Ladies' watch,Patek Philippe,Steel,Available now,,Steel,"Hong Kong SAR, Tsim Sha Tsui, Kowloon",,"$20,900",0 (unworn),Automatic
With papers,,7010/1R-012,,http://www.chrono24.com/patekphilippe/nautilus--id5700284.htm,Ladies' watch,Patek Philippe,Pink Gold,Available now,,Pink gold,"Hong Kong SAR, Tsim Sha Tsui, Kowloon",,"$38,500",0 (unworn),Quartz
With papers,Platinum,5196P,Black,http://www.chrono24.com/patekphilippe/calatrava-5196p--id3540572.htm,,Patek Philippe,Crocodile skin,Ready to ship in 6-10 days,Buckle,Platinum,"Italy, ROMA",2010,,1 (mint),Manual winding
With papers,,4910/10A,,http://www.chrono24.com/patekphilippe/twenty-4--id4425441.htm,Ladies' watch,Patek Philippe,Steel,Ready to ship in 6-10 days,,,"Italy, TORINO",2017,,0 (unworn),Quartz
With papers,,6104G-001,,http://www.chrono24.com/patekphilippe/grand-complications--id5401339.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Fold clasp,White gold,"Hong Kong SAR, Tsim Sha Tsui, Kowloon",,"$292,000",0 (unworn),Automatic
With papers,,4910/10A,,http://www.chrono24.com/patekphilippe/twenty-4--id4425442.htm,Ladies' watch,Patek Philippe,Steel,Ready to ship in 6-10 days,,,"Italy, TORINO",2017,,0 (unworn),Quartz
With papers,,5120J,,http://www.chrono24.com/patekphilippe/calatrava--id4406688.htm,,Patek Philippe,Leather,Ready to ship in 6-10 days,,,"Italy, TORINO",2017,,0 (unworn),Automatic
With papers,,5980/1R-001,,http://www.chrono24.com/patekphilippe/nautilus--id5525286.htm,Men's watch/Unisex,Patek Philippe,Pink Gold,Available now,Fold clasp,Pink gold,"Hong Kong SAR, Tsim Sha Tsui, Kowloon",,"$71,500",0 (unworn),Automatic
With papers,,4910/10,,http://www.chrono24.com/patekphilippe/twenty-4--id4425439.htm,Ladies' watch,Patek Philippe,Steel,Ready to ship in 6-10 days,,,"Italy, TORINO",2017,,0 (unworn),Quartz
With papers,,PP5078R-001,,http://www.chrono24.com/patekphilippe/5078r-001-rose-gold-men-grand-complications-38mm-new--id4079051.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Ready to ship in 6-10 days,,Pink gold,"Hong Kong SAR, North Point",,,0 (unworn),Automatic
With papers,Pink Gold,5980/1R-001,Gold,http://www.chrono24.com/patekphilippe/nautilus-rose-gold-59801r-001--sealed--id5578656.htm,Men's watch/Unisex,Patek Philippe,Pink Gold,Ready to ship in 6-10 days,Double-fold clasp,Pink gold,"United Kingdom, London",2017,"$76,000 [Negotiable]",0 (unworn),Automatic
With papers,,,,http://www.chrono24.com/patekphilippe/51671a-001--id5699925.htm,Men's watch/Unisex,Patek Philippe,Steel,Available now,,Steel,"Hong Kong SAR, Hong Kong",2017,,0 (unworn),Automatic
With papers,,5270G,,http://www.chrono24.com/patekphilippe/patek-philippe-perpetual-calendar-chronograph--id3371863.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Ready to ship in 6-10 days,,White gold,"United Kingdom, Reading",2015,,0 (unworn),Automatic
With papers,,4910/10A,,http://www.chrono24.com/patekphilippe/twenty-4--id4425438.htm,Ladies' watch,Patek Philippe,Steel,Ready to ship in 6-10 days,,,"Italy, TORINO",2017,,0 (unworn),Quartz
With papers,,5396G-014,,http://www.chrono24.com/patekphilippe/new-annual-calendar-5396g-014-retailhk359000--id5040071.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Ready to ship in 3-5 days,,White gold,Hong Kong SAR,,,0 (unworn),Automatic
